"subject","item","cue","cued_recall_acc","free_recall_acc","trial","cue_prioritem1","cue_prioritem2","cue_prioritem3","cue_prioritem4","cue_consec_value","cue_consec_lab","stim1","cued_recall_acc_pred","free_recall_acc_pred"
72,"Staat - Regierung","TBF",1,1,9,"TBR","TBF","TBF","TBR",0.5,"TBR1","word009",0.301282596,0.173961476
72,"Stimme - Tätigkeit","TBR",0,0,10,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word010",0.519167147,0.42317482
72,"Recht - Frage","TBF",0,0,11,"TBR","TBF","TBR","TBF",0.5,"TBR1","word011",0.299342967,0.172092724
72,"Beziehung - Wunsch","TBR",0,0,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word012",0.51704886,0.420451447
72,"Rahmen - Abend","TBR",1,0,13,"TBR","TBF","TBR","TBF",0.5,"TBR1","word013",0.456898197,0.345137852
72,"Haus - System","TBF",0,0,14,"TBR","TBR","TBF","TBR",1.5,"TBR2","word014",0.133510229,0.043608697
72,"Gegner - Musik","TBF",0,0,15,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word015",0.280877659,0.154678571
72,"Zeit - Ventil","TBR",0,0.5,16,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word016",0.503907641,0.403657029
72,"Tochter - Dienst","TBF",1,0,17,"TBR","TBF","TBF","TBR",0.5,"TBR1","word017",0.160749941,0.059974433
72,"Kosten - Jahr","TBR",0,0,18,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word018",0.502281096,0.401590688
72,"Zeichen - Sache","TBR",1,0,19,"TBR","TBF","TBR","TBF",0.5,"TBR1","word019",0.415407273,0.295801089
72,"Gesicht - Verwaltung","TBF",0,1,20,"TBR","TBR","TBF","TBR",1.5,"TBR2","word020",0.10385897,0.028287209
72,"Höhe - Kapital","TBR",1,1,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.500044169,0.398753495
72,"Zukunft - Hilfe","TBF",0,0,22,"TBR","TBF","TBR","TBR",0.5,"TBR1","word022",0.158555743,0.058578991
72,"Soldat - Bericht","TBF",0,1,23,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word023",0.275782126,0.149995443
72,"Spiegel - Fenster","TBR",1,0,24,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word024",0.498034409,0.396208984
73,"Haus - System","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
73,"Zukunft - Hilfe","TBR",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
73,"Gesicht - Verwaltung","TBR",1,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.527060801,0.433361416
73,"Liebe - Sprache","TBF",1,0,5,"TBR","TBR","TBR","TBF",2.5,"TBR3","word005",0.305870732,0.178411294
73,"Tochter - Dienst","TBR",1,0,6,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word006",0.524107019,0.429542667
73,"Beziehung - Wunsch","TBF",0,0,7,"TBR","TBF","TBR","TBR",0.5,"TBR1","word007",0.30343925,0.176047993
73,"Seele - Presse","TBR",0,0,8,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word008",0.521502991,0.426182962
73,"Arzt - Klasse","TBR",0,0,9,"TBR","TBF","TBR","TBF",0.5,"TBR1","word009",0.520305182,0.424639742
73,"Soldat - Bericht","TBR",0,0,10,"TBR","TBR","TBF","TBR",1.5,"TBR2","word010",0.495480405,0.392981699
73,"Recht - Frage","TBR",0,0,11,"TBR","TBR","TBR","TBF",2.5,"TBR3","word011",0.41581901,0.296278908
73,"Partei - Herz","TBF",1,1,12,"TBR","TBR","TBR","TBR",2.5,"TBR3","word012",0.100823227,0.026874167
73,"Wasser - Brief","TBF",1,0,13,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word013",0.282414178,0.156101252
73,"Gegner - Musik","TBR",0,0,14,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word014",0.505669293,0.405898139
73,"Staat - Regierung","TBR",0,0,15,"TBR","TBF","TBF","TBR",0.5,"TBR1","word015",0.418547942,0.299452032
73,"Stimme - Tätigkeit","TBF",0,0,16,"TBR","TBR","TBF","TBF",1.5,"TBR2","word016",0.105171768,0.028907499
73,"Kirche - Zimmer","TBR",0,0,17,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word017",0.503081682,0.402607394
73,"Kosten - Jahr","TBF",1,0,18,"TBR","TBF","TBR","TBR",0.5,"TBR1","word018",0.160302059,0.059688521
73,"Rahmen - Abend","TBF",0,0,19,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word019",0.278147257,0.152162464
73,"Himmel - Kraft","TBR",0,0,20,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word020",0.500766472,0.399669042
73,"Truppe - Uhr","TBF",0,0,21,"TBR","TBF","TBF","TBR",0.5,"TBR1","word021",0.158958675,0.058834252
73,"Zeichen - Sache","TBF",1,0,22,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word022",0.276340452,0.150505954
73,"Höhe - Kapital","TBF",0,0,23,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word023",0.275781075,0.149994483
73,"Spiegel - Fenster","TBF",1,1,24,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word024",0.275233857,0.14949476
74,"Staat - Regierung","TBF",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
74,"Gegner - Musik","TBF",1,0,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.308678804,0.181154907
74,"Wasser - Brief","TBR",1,1,4,"TBF","TBF","TBF",NA,-2.5,"TBF3","word004",0.527060801,0.433361416
74,"Arzt - Klasse","TBF",1,1,5,"TBR","TBF","TBF","TBF",0.5,"TBR1","word005",0.305870732,0.178411294
74,"Höhe - Kapital","TBR",1,1,6,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word006",0.524107019,0.429542667
74,"Kirche - Zimmer","TBF",1,1,7,"TBR","TBF","TBR","TBF",0.5,"TBR1","word007",0.30343925,0.176047993
74,"Rahmen - Abend","TBR",1,1,8,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word008",0.521502991,0.426182962
74,"Recht - Frage","TBF",0,0,9,"TBR","TBF","TBR","TBF",0.5,"TBR1","word009",0.301282596,0.173961476
74,"Truppe - Uhr","TBR",0,0.5,10,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word010",0.519167147,0.42317482
74,"Haus - System","TBF",0,0,11,"TBR","TBF","TBR","TBF",0.5,"TBR1","word011",0.299342967,0.172092724
74,"Tochter - Dienst","TBF",1,0,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word012",0.298442073,0.171227272
74,"Zeit - Ventil","TBR",1,1,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word013",0.51605988,0.419181478
74,"Zukunft - Hilfe","TBF",0,0,14,"TBR","TBF","TBF","TBR",0.5,"TBR1","word014",0.296759554,0.169615241
74,"Stimme - Tätigkeit","TBR",0,0,15,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word015",0.507524605,0.408261891
74,"Partei - Herz","TBR",1,1,16,"TBR","TBF","TBR","TBF",0.5,"TBR1","word016",0.418897802,0.299859617
74,"Kosten - Jahr","TBR",0,0,17,"TBR","TBR","TBF","TBR",1.5,"TBR2","word017",0.364113739,0.238303558
74,"Beziehung - Wunsch","TBR",1,1,18,"TBR","TBR","TBR","TBF",2.5,"TBR3","word018",0.291168618,0.164299006
74,"Liebe - Sprache","TBR",1,0.5,19,"TBR","TBR","TBR","TBR",2.5,"TBR3","word019",0.290500918,0.163668297
74,"Himmel - Kraft","TBF",1,1,20,"TBR","TBR","TBR","TBR",2.5,"TBR3","word020",0.051570534,0.008400098
74,"Soldat - Bericht","TBF",1,1,21,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word021",0.270043441,0.144786019
74,"Spiegel - Fenster","TBR",1,1,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.499350747,0.39787508
74,"Zeichen - Sache","TBR",1,1,23,"TBR","TBF","TBF","TBR",0.5,"TBR1","word023",0.412659102,0.292618183
74,"Gesicht - Verwaltung","TBF",1,0,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.102675183,0.027732642
75,"Gegner - Musik","TBR",1,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
75,"Kirche - Zimmer","TBR",1,1,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
75,"Partei - Herz","TBF",1,0.5,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.307218091,0.17972582
75,"Seele - Presse","TBR",0,0.5,5,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word005",0.525533012,0.431385211
75,"Beziehung - Wunsch","TBF",0,0,6,"TBR","TBF","TBR","TBR",0.5,"TBR1","word006",0.304615812,0.177190125
75,"Zukunft - Hilfe","TBR",0,0,7,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word007",0.52276741,0.427813499
75,"Tochter - Dienst","TBR",1,1,8,"TBR","TBF","TBR","TBF",0.5,"TBR1","word008",0.521502991,0.426182962
75,"Soldat - Bericht","TBR",1,0,9,"TBR","TBR","TBF","TBR",1.5,"TBR2","word009",0.520305182,0.424639742
75,"Truppe - Uhr","TBF",0,0,10,"TBR","TBR","TBR","TBF",2.5,"TBR3","word010",0.262519532,0.138061503
75,"Gesicht - Verwaltung","TBR",0,0.5,11,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word011",0.508612597,0.409649695
75,"Spiegel - Fenster","TBF",0,0,12,"TBR","TBF","TBR","TBR",0.5,"TBR1","word012",0.163415541,0.061687384
75,"Höhe - Kapital","TBF",0,0,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.282411614,0.156098875
75,"Kosten - Jahr","TBF",0,0,14,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word014",0.28160822,0.155354401
75,"Arzt - Klasse","TBR",1,0,15,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word015",0.504756946,0.40473708
75,"Rahmen - Abend","TBF",0,0,16,"TBR","TBF","TBF","TBF",0.5,"TBR1","word016",0.161219827,0.06027498
75,"Zeichen - Sache","TBF",0,0,17,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word017",0.279453252,0.153364037
75,"Himmel - Kraft","TBR",1,1,18,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word018",0.502275977,0.401584189
75,"Zeit - Ventil","TBF",0,0,19,"TBR","TBF","TBF","TBR",0.5,"TBR1","word019",0.15981723,0.059379643
75,"Stimme - Tätigkeit","TBF",0,0,20,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word020",0.277518426,0.151585172
75,"Recht - Frage","TBR",0,0,21,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word021",0.500045571,0.398755272
75,"Staat - Regierung","TBR",1,1,22,"TBR","TBF","TBF","TBR",0.5,"TBR1","word022",0.413309851,0.293370877
75,"Wasser - Brief","TBF",0,0,23,"TBR","TBR","TBF","TBF",1.5,"TBR2","word023",0.102955353,0.027863483
75,"Haus - System","TBR",1,1,24,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word024",0.49802782,0.396200649
76,"Zeichen - Sache","TBR",0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
76,"Zeit - Ventil","TBR",0,1,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
76,"Arzt - Klasse","TBF",0,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.307218091,0.17972582
76,"Recht - Frage","TBF",0,0,5,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word005",0.305870732,0.178411294
76,"Kirche - Zimmer","TBF",0,0,6,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word006",0.304615812,0.177190125
76,"Gesicht - Verwaltung","TBF",0,0,7,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word007",0.30343925,0.176047993
76,"Beziehung - Wunsch","TBR",1,0,8,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word008",0.521502991,0.426182962
76,"Himmel - Kraft","TBF",0,0,9,"TBR","TBF","TBF","TBF",0.5,"TBR1","word009",0.301282596,0.173961476
76,"Soldat - Bericht","TBF",0,0,10,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word010",0.300288368,0.173002653
76,"Kosten - Jahr","TBR",1,0,11,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word011",0.518083275,0.421780793
76,"Höhe - Kapital","TBR",1,0,12,"TBR","TBF","TBF","TBR",0.5,"TBR1","word012",0.51704886,0.420451447
76,"Partei - Herz","TBR",1,1,13,"TBR","TBR","TBF","TBF",1.5,"TBR2","word013",0.51605988,0.419181478
76,"Wasser - Brief","TBR",1,1,14,"TBR","TBR","TBR","TBF",2.5,"TBR3","word014",0.444020945,0.329576727
76,"Gegner - Musik","TBF",0,0,15,"TBR","TBR","TBR","TBR",2.5,"TBR3","word015",0.124865741,0.038864175
76,"Tochter - Dienst","TBF",0,0,16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word016",0.280157178,0.154013142
76,"Rahmen - Abend","TBR",1,0,17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word017",0.503080444,0.402605821
76,"Haus - System","TBF",0,0,18,"TBR","TBF","TBF","TBR",0.5,"TBR1","word018",0.160282171,0.059675838
76,"Truppe - Uhr","TBR",1,1,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.501510335,0.400612499
76,"Zukunft - Hilfe","TBF",0,0,20,"TBR","TBF","TBR","TBF",0.5,"TBR1","word020",0.159393152,0.059109998
76,"Liebe - Sprache","TBR",1,1,21,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word021",0.500048369,0.398758817
76,"Seele - Presse","TBF",0,0,22,"TBR","TBF","TBR","TBF",0.5,"TBR1","word022",0.158554489,0.058578197
76,"Spiegel - Fenster","TBR",0,0.5,23,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word023",0.498682812,0.397029438
76,"Stimme - Tätigkeit","TBR",1,0,24,"TBR","TBF","TBR","TBF",0.5,"TBR1","word024",0.412041698,0.291904632
77,"Tochter - Dienst","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
77,"Spiegel - Fenster","TBF",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.308678804,0.181154907
77,"Liebe - Sprache","TBF",0,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1","word004",0.307218091,0.17972582
77,"Arzt - Klasse","TBR",1,1,5,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word005",0.525533012,0.431385211
77,"Beziehung - Wunsch","TBF",0,0,6,"TBR","TBF","TBF","TBR",0.5,"TBR1","word006",0.304615812,0.177190125
77,"Rahmen - Abend","TBF",0,0,7,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word007",0.30343925,0.176047993
77,"Partei - Herz","TBF",0,0,8,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word008",0.302330799,0.174974453
77,"Staat - Regierung","TBR",0,0,9,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word009",0.520305182,0.424639742
77,"Kosten - Jahr","TBF",0,0,10,"TBR","TBF","TBF","TBF",0.5,"TBR1","word010",0.300288368,0.173002653
77,"Recht - Frage","TBR",1,0,11,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word011",0.518083275,0.421780793
77,"Haus - System","TBR",0,0,12,"TBR","TBF","TBR","TBF",0.5,"TBR1","word012",0.51704886,0.420451447
77,"Zukunft - Hilfe","TBR",1,1,13,"TBR","TBR","TBF","TBR",1.5,"TBR2","word013",0.51605988,0.419181478
77,"Gegner - Musik","TBR",1,1,14,"TBR","TBR","TBR","TBF",2.5,"TBR3","word014",0.443364545,0.328789334
77,"Stimme - Tätigkeit","TBF",0,0,15,"TBR","TBR","TBR","TBR",2.5,"TBR3","word015",0.124397005,0.038613308
77,"Seele - Presse","TBR",1,1,16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word016",0.503916358,0.40366811
77,"Kirche - Zimmer","TBR",1,1,17,"TBR","TBF","TBR","TBR",0.5,"TBR1","word017",0.416936525,0.29757702
77,"Zeichen - Sache","TBF",0,0,18,"TBR","TBR","TBF","TBR",1.5,"TBR2","word018",0.104514587,0.028596291
77,"Wasser - Brief","TBF",0,0,19,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word019",0.278139656,0.152155481
77,"Gesicht - Verwaltung","TBR",0,0.5,20,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word020",0.500767312,0.399670108
77,"Soldat - Bericht","TBR",1,1,21,"TBR","TBF","TBF","TBR",0.5,"TBR1","word021",0.413987238,0.294155041
77,"Himmel - Kraft","TBR",0,0,22,"TBR","TBR","TBF","TBF",1.5,"TBR2","word022",0.359607673,0.233455152
77,"Höhe - Kapital","TBF",0,0,23,"TBR","TBR","TBR","TBF",2.5,"TBR3","word023",0.051017708,0.008244017
77,"Truppe - Uhr","TBF",0,0,24,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word024",0.274561211,0.148881352
78,"Kirche - Zimmer","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
78,"Tochter - Dienst","TBF",1,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
78,"Recht - Frage","TBF",0,0,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.307218091,0.17972582
78,"Partei - Herz","TBR",1,0,5,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word005",0.525533012,0.431385211
78,"Höhe - Kapital","TBR",1,1,6,"TBR","TBF","TBF","TBF",0.5,"TBR1","word006",0.524107019,0.429542667
78,"Kosten - Jahr","TBR",0,0,7,"TBR","TBR","TBF","TBF",1.5,"TBR2","word007",0.52276741,0.427813499
78,"Staat - Regierung","TBF",1,0.5,8,"TBR","TBR","TBR","TBF",2.5,"TBR3","word008",0.302330799,0.174974453
78,"Soldat - Bericht","TBF",0,0,9,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word009",0.301282596,0.173961476
78,"Wasser - Brief","TBR",1,1,10,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word010",0.519167147,0.42317482
78,"Arzt - Klasse","TBF",0,0,11,"TBR","TBF","TBF","TBR",0.5,"TBR1","word011",0.299342967,0.172092724
78,"Truppe - Uhr","TBR",0,0,12,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word012",0.51704886,0.420451447
78,"Liebe - Sprache","TBR",0,0.5,13,"TBR","TBF","TBR","TBF",0.5,"TBR1","word013",0.458630415,0.347247366
78,"Gegner - Musik","TBF",0,0,14,"TBR","TBR","TBF","TBR",1.5,"TBR2","word014",0.134656336,0.04425438
78,"Stimme - Tätigkeit","TBR",0,0,15,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word015",0.504780282,0.404766766
78,"Beziehung - Wunsch","TBR",0,0,16,"TBR","TBF","TBR","TBR",0.5,"TBR1","word016",0.417738144,0.298509299
78,"Himmel - Kraft","TBF",0,0,17,"TBR","TBR","TBF","TBR",1.5,"TBR2","word017",0.104851548,0.028755685
78,"Spiegel - Fenster","TBR",0,0,18,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word018",0.502281511,0.401591215
78,"Zeit - Ventil","TBR",1,0,19,"TBR","TBF","TBR","TBR",0.5,"TBR1","word019",0.415416349,0.295811619
78,"Haus - System","TBF",0,0,20,"TBR","TBR","TBF","TBR",1.5,"TBR2","word020",0.103872541,0.028293593
78,"Seele - Presse","TBF",1,1,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.276916887,0.151033702
78,"Zukunft - Hilfe","TBF",1,0,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.276345165,0.150510265
78,"Rahmen - Abend","TBR",1,1,23,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word023",0.498680226,0.397026166
78,"Gesicht - Verwaltung","TBF",0,0,24,"TBR","TBF","TBF","TBF",0.5,"TBR1","word024",0.157756154,0.058073767
79,"Tochter - Dienst","TBR",1,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
79,"Gesicht - Verwaltung","TBR",1,1,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
79,"Arzt - Klasse","TBF",0,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.307218091,0.17972582
79,"Zukunft - Hilfe","TBF",0,0,5,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word005",0.305870732,0.178411294
79,"Himmel - Kraft","TBR",1,1,6,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word006",0.524107019,0.429542667
79,"Kirche - Zimmer","TBF",1,0,7,"TBR","TBF","TBF","TBR",0.5,"TBR1","word007",0.30343925,0.176047993
79,"Spiegel - Fenster","TBF",1,0,8,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word008",0.302330799,0.174974453
79,"Höhe - Kapital","TBR",0,0,9,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word009",0.520305182,0.424639742
79,"Truppe - Uhr","TBF",0,0,10,"TBR","TBF","TBF","TBR",0.5,"TBR1","word010",0.300288368,0.173002653
79,"Haus - System","TBR",0,0,11,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word011",0.518083275,0.421780793
79,"Staat - Regierung","TBF",0,0,12,"TBR","TBF","TBR","TBF",0.5,"TBR1","word012",0.298442073,0.171227272
79,"Soldat - Bericht","TBR",1,1,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.51605988,0.419181478
79,"Partei - Herz","TBF",0,0.5,14,"TBR","TBF","TBR","TBF",0.5,"TBR1","word014",0.193051852,0.082003791
79,"Rahmen - Abend","TBF",0,0,15,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word015",0.280878615,0.154679454
79,"Beziehung - Wunsch","TBR",0,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word016",0.503904584,0.403653143
79,"Recht - Frage","TBF",1,0,17,"TBR","TBF","TBF","TBR",0.5,"TBR1","word017",0.160744965,0.059971253
79,"Seele - Presse","TBR",1,0,18,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word018",0.502280614,0.401590076
79,"Zeit - Ventil","TBR",1,1,19,"TBR","TBF","TBR","TBF",0.5,"TBR1","word019",0.415406587,0.295800294
79,"Stimme - Tätigkeit","TBF",0,0,20,"TBR","TBR","TBF","TBR",1.5,"TBR2","word020",0.103858241,0.028286866
79,"Zeichen - Sache","TBR",0,0,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.500044193,0.398753526
79,"Kosten - Jahr","TBF",1,0,22,"TBR","TBF","TBR","TBR",0.5,"TBR1","word022",0.158555868,0.05857907
79,"Liebe - Sprache","TBR",0,0,23,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word023",0.49868344,0.397030234
79,"Gegner - Musik","TBR",1,1,24,"TBR","TBF","TBR","TBF",0.5,"TBR1","word024",0.41204277,0.291905871
80,"Partei - Herz","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
80,"Spiegel - Fenster","TBF",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.308678804,0.181154907
80,"Seele - Presse","TBR",1,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1","word004",0.527060801,0.433361416
80,"Kirche - Zimmer","TBF",0,0,5,"TBR","TBF","TBR","TBF",0.5,"TBR1","word005",0.305870732,0.178411294
80,"Höhe - Kapital","TBR",1,1,6,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word006",0.524107019,0.429542667
80,"Staat - Regierung","TBR",0,1,7,"TBR","TBF","TBR","TBF",0.5,"TBR1","word007",0.52276741,0.427813499
80,"Soldat - Bericht","TBR",0,0,8,"TBR","TBR","TBF","TBR",1.5,"TBR2","word008",0.521502991,0.426182962
80,"Wasser - Brief","TBR",0,0,9,"TBR","TBR","TBR","TBF",2.5,"TBR3","word009",0.520305182,0.424639742
80,"Recht - Frage","TBR",0,0.5,10,"TBR","TBR","TBR","TBR",2.5,"TBR3","word010",0.494870331,0.392211848
80,"Kosten - Jahr","TBR",1,1,11,"TBR","TBR","TBR","TBR",2.5,"TBR3","word011",0.415532819,0.295946759
80,"Arzt - Klasse","TBF",0,0,12,"TBR","TBR","TBR","TBR",2.5,"TBR3","word012",0.100553831,0.026750217
80,"Liebe - Sprache","TBF",0,0,13,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word013",0.28241424,0.15610131
80,"Tochter - Dienst","TBR",0,0.5,14,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word014",0.50566913,0.405897932
80,"Haus - System","TBR",1,1,15,"TBR","TBF","TBF","TBR",0.5,"TBR1","word015",0.418547409,0.299451411
80,"Zeichen - Sache","TBF",0,0,16,"TBR","TBR","TBF","TBF",1.5,"TBR2","word016",0.105170676,0.028906981
80,"Himmel - Kraft","TBF",0,0,17,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word017",0.279455518,0.153366124
80,"Truppe - Uhr","TBF",0,0,18,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word018",0.278786647,0.15275029
80,"Beziehung - Wunsch","TBF",0,0,19,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word019",0.278130963,0.152147495
80,"Zukunft - Hilfe","TBF",0,0,20,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word020",0.277504661,0.151572544
80,"Zeit - Ventil","TBF",0,0,21,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word021",0.276903132,0.151021102
80,"Gegner - Musik","TBR",0,0,22,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word022",0.499342769,0.397864977
80,"Stimme - Tätigkeit","TBR",0,0,23,"TBR","TBF","TBF","TBF",0.5,"TBR1","word023",0.412647496,0.292604765
80,"Rahmen - Abend","TBF",0,0,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.102661573,0.027726292
81,"Tochter - Dienst","TBR",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.530529395,0.437856141
81,"Rahmen - Abend","TBF",0,0,3,"TBR","TBR",NA,NA,1.5,"TBR2","word003",0.308678804,0.181154907
81,"Zukunft - Hilfe","TBR",1,1,4,"TBF","TBR","TBR",NA,-0.5,"TBF1","word004",0.527060801,0.433361416
81,"Liebe - Sprache","TBR",0,0,5,"TBR","TBF","TBR","TBR",0.5,"TBR1","word005",0.525533012,0.431385211
81,"Recht - Frage","TBF",0,0,6,"TBR","TBR","TBF","TBR",1.5,"TBR2","word006",0.304615812,0.177190125
81,"Gesicht - Verwaltung","TBR",1,0.5,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word007",0.52276741,0.427813499
81,"Seele - Presse","TBR",1,0,8,"TBR","TBF","TBR","TBR",0.5,"TBR1","word008",0.521502991,0.426182962
81,"Himmel - Kraft","TBF",0,0,9,"TBR","TBR","TBF","TBR",1.5,"TBR2","word009",0.282003368,0.155720403
81,"Kirche - Zimmer","TBF",0,0,10,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word010",0.284979091,0.15848692
81,"Arzt - Klasse","TBR",1,1,11,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word011",0.508577782,0.409605268
81,"Beziehung - Wunsch","TBR",0,0,12,"TBR","TBF","TBF","TBR",0.5,"TBR1","word012",0.421215608,0.302564288
81,"Stimme - Tätigkeit","TBF",0,0,13,"TBR","TBR","TBF","TBF",1.5,"TBR2","word013",0.106236205,0.029414503
